id,Event,Site,Date,White,Black,Result,BlackElo,ECO,WhiteElo,White Short Castle,White Long Castle,Black Short Castle,Black Long Castle,Opposite side castling,WhiteWon,BlackWon,Moves,WhiteFinalPiecesCount,BlackFinalPiecesCount,FinalPiecesCount,QueenTrade
906294,t-EuCh U18 Girls,Balatonlelle ,2000,"Gara,A","Pokorna,Reg",1/2-1/2,2363,C89,2291,1,0,1,0,0,0,0,73,3,2,5,0
907344,North Sea Cup,Esbjerg ,2000,"DeFirmian,N","De Vreugt,D",1/2-1/2,2511,C89,2567,1,0,1,0,0,0,0,65,6,5,11,1
908267,MTO Open,Biel ,2000,"Carrasco,Pau","Montavon,G",1/2-1/2,2052,C89,2155,1,0,1,0,0,0,0,39,7,7,14,0
908903,HZ Open,Vlissingen ,2000,"Bakker,K","Van Weersel,A",0-1,,C89,,1,0,1,0,0,0,1,48,3,4,7,1
909620,HZ Open,Vlissingen ,2000,"Van Munster,K","Vermue,A",1-0,,C89,,1,0,1,0,0,1,0,51,7,6,13,1
910373,ECh-u20 Girls,Aviles ,2000,"De los Santos Honrubia,M","Hodova,Lucie",1-0,,C89,2059,1,0,1,0,0,1,0,39,5,4,9,1
911015,Open,Abudhabi ,2000,"Ali,Mo","Ibrahim,I",1-0,,C89,2211,1,0,1,0,0,1,0,29,9,8,17,0
911517,11th ch-NATO,Leopoldsburg ,2000,"Tarantino,Silvio","Stuhr,Finn",1-0,,C89,,1,0,1,0,0,1,0,36,10,7,17,0
912115,34th Olympiad Women,Istanbul ,2000,"Lee,S","Jackova,J",0-1,2358,C89,,1,0,1,0,0,0,1,33,6,10,16,1
912669,34th Olympiad Women,Istanbul ,2000,"Quinn,D","Hussain,N",0-1,,C89,,1,0,1,0,0,0,1,25,8,10,18,0
913133,FIDE WCh KO,New Delhi ,2000,"Anand,V","Khalifman,A",1/2-1/2,2667,C89,2762,1,0,1,0,0,0,0,31,8,6,14,0
913679,ch-POL Girls U16,Zakopane ,2001,"Poznanska,K","Krokay,U",1-0,,C89,2083,1,0,1,0,0,1,0,40,8,5,13,0
914320,Computer Chess Match Tournament,Cadaques ,2001,Junior 6.0,Deep Fritz,1-0,,C89,,1,0,1,0,0,1,0,103,3,1,4,1
915688,Corus,Wijk aan Zee ,2001,"Leko,P","Adams,Mi",1/2-1/2,2746,C89,2745,1,0,1,0,0,0,0,27,10,9,19,1
916179,ch-POL Girls U16,Zakopane ,2001,"Dawidczyk,A","Krokay,U",0-1,,C89,,1,0,1,0,0,0,1,37,7,6,13,0
916778,Bundesliga 2000-1,Bad Godesberg ,2001,"Stolz,M","Van den Doel,E",0-1,2547,C89,2318,1,0,1,0,0,0,1,45,6,6,12,1
917474,6th HIT Open,Nova Gorica ,2001,"Miletic,Dean","Pinter,A",0-1,2075,C89,,1,0,1,0,0,0,1,34,7,8,15,0
918052,8th Metalis Open,Bizovac ,2001,"Solic,K","Stevic,H",0-1,2464,C89,2083,1,0,1,0,0,0,1,29,10,10,20,0
918550,TCh-CHN Men,"Suzhou, Jiangsu ",2001,Ji Dan,Zhou Jiachong,1-0,,C89,2297,1,0,1,0,0,1,0,25,11,10,21,0
919020,TCh-CHN Women,"Suzhou, Jiangsu ",2001,Xia Lichao,Chen Xiaofu,1-0,,C89,,1,0,1,0,0,1,0,44,7,5,12,1
919705,TCh-CHN Women,"Suzhou, Jiangsu ",2001,Xu Jin,Zhang Ying,0-1,2290,C89,,1,0,1,0,0,0,1,28,7,8,15,0
920203,ch-PHI,Quezon City ,2001,"Antonio,R","Senador,E",1-0,2410,C89,2548,1,0,1,0,0,1,0,63,5,5,10,1
921094,TCh-CHN Women,"Suzhou, Jiangsu ",2001,Li Jiajing,Dong Mo,1-0,,C89,,1,0,1,0,0,1,0,78,2,0,2,1
922172,Open NOR-ch Junior,Oslo ,2001,"Gaudernack,Henrik","Ingvaldsen,Jonas A.",0-1,,C89,,1,0,1,0,0,0,1,41,3,3,6,1
922834,It,Enghien-les-Bains ,2001,"Bologan,V","Tkachiev,V",1/2-1/2,2672,C89,2676,1,0,1,0,0,0,0,52,8,8,16,0
923618,Open,Metz ,2001,"Djingarova,E","Pichelin,P",1/2-1/2,2031,C89,2253,1,0,1,0,0,0,0,50,4,5,9,0
924366,VII Alameda de Osuna,Madrid ,2001,"Martinez Miura,Enrique","Bandres Carballo,J",0-1,2270,C89,,1,0,1,0,0,0,1,39,6,6,12,0
925011,Golden Cleopatra Open,Cairo ,2001,"Velicka,P","Sermek,D",1/2-1/2,2525,C89,2451,1,0,1,0,0,0,0,13,13,12,25,0
925352,ch-CZE,Kunzak ,2001,"Gross,Dav CZE","Blatny,P",1/2-1/2,2547,C89,2461,1,0,1,0,0,0,0,57,4,4,8,0
926194,FSFM June,Budapest ,2001,"Bacsi,A","Ladanyi,G",0-1,2007,C89,2131,1,0,1,0,0,0,1,26,9,7,16,0
926666,FSIMB July,Budapest ,2001,"Castaneda,N","Sigfusson,S",1/2-1/2,2284,C89,2341,1,0,1,0,0,0,0,38,7,6,13,0
927290,3rd Open,Patras ,2001,"Kekatos,N","Gabai,A",1-0,,C89,,1,0,1,0,0,1,0,37,6,5,11,1
927877,HZ Open,Vlissingen ,2001,"Timmermans,I","Pokorna,Reg",1/2-1/2,2348,C89,2185,1,0,1,0,0,0,0,38,8,6,14,0
928502,12th Sueder Summer,Recklinghausen ,2001,"Bembennek,Ralf","Leveikina,J",0-1,2021,C89,,1,0,1,0,0,0,1,26,12,10,22,0
928984,Asian Championships,Calcutta ,2001,"Sandipan,C","Yurtaev,L",0-1,2543,C89,2427,1,0,1,0,0,0,1,98,2,2,4,1
930281,Asian Championships,Calcutta ,2001,"Nolte,R","Yurtaev,L",0-1,2543,C89,2324,1,0,1,0,0,0,1,32,7,7,14,1
930829,Rubinstein Open,Polanica Zdroj ,2001,"Balcerak,P","Chmielinska,A",1-0,2040,C89,2170,1,0,1,0,0,1,0,21,12,11,23,1
931254,9th Open,Nikea ,2001,"Zelovanga,G","Plachetka,J",0-1,2443,C89,,1,0,1,0,0,0,1,24,10,10,20,0
931697,Open,Lisbon ,2001,"Simoes,John","Hemmings,Martin",1-0,,C89,,1,0,1,0,0,1,0,43,5,4,9,1
932358,3rd Open,Glyfada ,2001,"Gesos,P","Vajda,L",1/2-1/2,2507,C89,2351,1,0,1,0,0,0,0,41,8,8,16,0
932994,EYCC B10,Halkidiki ,2001,"Anton,T","Savanovic,Vuk",1/2-1/2,,C89,,1,0,1,0,0,0,0,45,6,6,12,1
933675,CHN-RUS Summit Men,Shanghai ,2001,Peng Xiaomin,"Grischuk,A",1/2-1/2,2669,C89,2629,1,0,1,0,0,0,0,24,10,9,19,1
934140,Mitropa Cup,Saint Vincent ,2001,"Zaragatski,I","Plachetka,J",0-1,2443,C89,2248,1,0,1,0,0,0,1,29,10,9,19,0
934652,ECC,Panormo ,2001,"Smirin,I","Grischuk,A",0-1,2669,C89,2702,1,0,1,0,0,0,1,23,11,9,20,0
935075,Tatry Open,High Tatras ,2001,"Motuz,K","Kubis,I",1/2-1/2,2136,C89,2354,1,0,1,0,0,0,0,29,8,6,14,0
935587,Champions Cup,Cartagena de Indias ,2001,"Valiente,Elsa","Pretelt,Victor",1/2-1/2,,C89,,1,0,1,0,0,0,0,34,7,7,14,1
936176,TCh-RUS Siberian Zone,Omsk ,2001,"Jakovenko,D","Smikovski,I",1/2-1/2,2503,C89,2536,1,0,1,0,0,0,0,31,11,9,20,1
936725,5th Itau Cup,Sao Paulo ,2001,"Leite,EP","Valiente,C",0-1,2373,C89,,1,0,1,0,0,0,1,30,6,7,13,1
937241,WYB14,Oropesa del Mar ,2001,"Meszaros,Mi","Vovk,I",1-0,2054,C89,2252,1,0,1,0,0,1,0,42,6,2,8,1
937907,Chigorin Mem Open,St Petersburg ,2001,"Rogovoi,M","Golovchenko,G",1/2-1/2,2243,C89,2208,1,0,1,0,0,0,0,42,4,4,8,1
938584,EuTCh,Leon ,2001,"Clerides,P","Heidenfeld,M",0-1,2382,C89,2188,1,0,1,0,0,0,1,38,8,7,15,0
939189,Open A,Genova ,2001,"Massa,G","Bonani,Georg",1-0,,C89,2109,1,0,1,0,0,1,0,33,8,5,13,1
939740,FIDE WCh KO,Moscow ,2001,"Sulskis,S","Svidler,P",1-0,2686,C89,2571,1,0,1,0,0,1,0,58,6,5,11,1
940581,Christmas Open,Zurich ,2001,"Loetscher,P","Dintheer,W",1-0,2082,C89,2143,1,0,1,0,0,1,0,47,7,5,12,1
941300,ch-USA,Seattle ,2002,"De Firmian,N","Ivanov,Ig",1/2-1/2,2470,C89,2536,1,0,1,0,0,0,0,56,4,4,8,1
942115,ch-USA,Seattle ,2002,"Airapetian,S","Groberman,E",1/2-1/2,2102,C89,2068,1,0,1,0,0,0,0,36,9,7,16,0
942711,Corus,Wijk aan Zee ,2002,"Khalifman,A","Adams,Mi",1/2-1/2,2742,C89,2688,1,0,1,0,0,0,0,24,8,8,16,1
943178,Kaissa Open,Kharkov ,2002,"Sorokina,Viktoria","Gnidash,A",0-1,2200,C89,,1,0,1,0,0,0,1,49,7,7,14,0
943904,Aeroflot Open,Moscow ,2002,"Belov,Vl","Isaev,J",1-0,2455,C89,2487,1,0,1,0,0,1,0,43,5,6,11,0
944566,13th Asian Cities,Aden ,2002,"Galam,Abdul Razak","Khalidhara,M",1/2-1/2,2192,C89,,1,0,1,0,0,0,0,22,10,10,20,1
945015,75th KSU,Copenhagen ,2002,"De Firmian,N","Brinck Claussen,B",1/2-1/2,2359,C89,2536,1,0,1,0,0,0,0,69,6,5,11,1
945996,US Amateur Team East,Parsipanny ,2002,"Hanna,Sherif","Patterson,James",1-0,,C89,,1,0,1,0,0,1,0,42,7,6,13,1
946663,4th Arab Champions League,Doha ,2002,"Bannoura,Jeries","Ali,G",0-1,2304,C89,,1,0,1,0,0,0,1,30,8,7,15,0
947191,4th Arab Champions League,Doha ,2002,"Alqudaimi,B","Kuzmin,A",0-1,2568,C89,2237,1,0,1,0,0,0,1,31,9,7,16,0
947729,SuperGM,Linares ,2002,"Ponomariov,R","Adams,Mi",1-0,2742,C89,2727,1,0,1,0,0,1,0,45,6,6,12,1
948412,13th Goodricke,Calcutta ,2002,"Goloshchapov,A","Kuzmin,A",1/2-1/2,2568,C89,2545,1,0,1,0,0,0,0,75,3,2,5,1
949462,FIDE GP,Dubai ,2002,"Morozevich,A","Grischuk,A",1-0,2671,C89,2742,1,0,1,0,0,1,0,71,5,1,6,0
950453,FIDE GP,Dubai ,2002,"Leko,P","Grischuk,A",1/2-1/2,2671,C89,2713,1,0,1,0,0,0,0,35,10,8,18,1
951028,III Open,Dos Hermanas ,2002,"Del Rio Angelis,S","Illescas Cordoba,M",1/2-1/2,2580,C89,2509,1,0,1,0,0,0,0,59,2,2,4,1
951905,Eurotel Trophy,Prague ,2002,"Grischuk,A","Tkachiev,V",1/2-1/2,2633,C89,2702,1,0,1,0,0,0,0,56,3,4,7,1
952731,Tanta Open,Tanta City ,2002,"Anwar,A","Hendawy,Adel",1-0,,C89,2128,1,0,1,0,0,1,0,56,4,1,5,1
953548,ISYG-M16,Moscow ,2002,"Maletin,P","Bagretsov,Anton",1-0,,C89,2313,1,0,1,0,0,1,0,36,9,8,17,0
954124,Open Championships,Paris ,2002,"Dourerassou,J","Valluet,B",1-0,,C89,2115,1,0,1,0,0,1,0,55,3,3,6,1
954936,10th WCCC,Maastricht ,2002,DEEP JUNIOR 7,SJENG MAASTRICHT,1-0,,C89,,1,0,1,0,0,1,0,53,8,8,16,1
955702,Open Aegean Ch,Ikaros ,2002,"Lekic,D","Howell,D",1/2-1/2,2211,C89,2410,1,0,1,0,0,0,0,41,5,5,10,1
956360,2nd Summer Open,Savaria ,2002,"Remete,Z","Adam,O",1-0,2147,C89,2042,1,0,1,0,0,1,0,39,8,5,13,1
956978,It,Sudak ,2002,"Kuzmin,G","Malinin,V",0-1,2434,C89,2512,1,0,1,0,0,0,1,23,11,10,21,0
957400,FSFM August,Budapest ,2002,"Pali,G","Adam,O",1-0,2147,C89,2033,1,0,1,0,0,1,0,41,8,7,15,0
958049,11th Open,Kavala ,2002,"Kotronias,V","De Vreugt,D",0-1,2477,C89,2578,1,0,1,0,0,0,1,58,3,4,7,1
958890,Open,Birstonas ,2002,"Traczewski,W","Petraitis,G",0-1,2093,C89,,1,0,1,0,0,0,1,35,5,6,11,1
959458,ch-RUS,Krasnodar ,2002,"Lastin,A","Smirnov,P",1/2-1/2,2539,C89,2625,1,0,1,0,0,0,0,34,10,9,19,0
960016,ch-PER w,Lima ,2002,"Mendoza,S","Alejandro,Liz",1-0,,C89,,1,0,1,0,0,1,0,61,5,4,9,0
960895,Essent Open,Hoogeveen ,2002,"Alekseev,E","De Vreugt,D",1-0,2501,C89,2593,1,0,1,0,0,1,0,45,6,3,9,0
961590,Olympiad,Bled ,2002,"Mamadshoev,M","Mrad,C",1-0,2027,C89,2263,1,0,1,0,0,1,0,30,8,7,15,1
962107,10th Chigorin Mem B,St Petersburg ,2002,"Ganzhurov,R","Zemtsov,I",0-1,2321,C89,2220,1,0,1,0,0,0,1,29,9,8,17,0
962627,Olympiad,Bled ,2002,"Davila,C","Neumann,Ha",1-0,2211,C89,2349,1,0,1,0,0,1,0,23,11,10,21,0
963063,Olympiad w,Bled ,2002,"Martinez,AleiJ","Hallaeva,B",1/2-1/2,2163,C89,2203,1,0,1,0,0,0,0,87,3,4,7,1
964239,WYb14,Heraklio ,2002,"Kononenko,D","Kralovic,A",1-0,2055,C89,2376,1,0,1,0,0,1,0,42,7,3,10,0
964909,Kubanskaja Osen,Krasnodar ,2002,"Panarin,M","Geller,J",1-0,2433,C89,2445,1,0,1,0,0,1,0,73,7,5,12,0
965916,19th WJun Girls,Goa ,2002,"Jennitha,A","Santana,Iara",1-0,,C89,1989,1,0,1,0,0,1,0,37,9,8,17,0
966518,XV Carlos Torre,Merida ,2002,"Rosas Garcia,C","Garcia,Ri",0-1,2275,C89,2002,1,0,1,0,0,0,1,45,4,5,9,1
967213,11th Donau Open,Aschach ,2002,"Sandhoefner,F","Lehner,Johannes",1-0,,C89,2259,1,0,1,0,0,1,0,18,12,11,23,0
967607,US Amateur Team East,Parsippany NJ ,2003,"Allen,E","Sheinfeld,Brian",1-0,,C89,2196,1,0,1,0,0,1,0,63,1,2,3,0
968523,Edda Rapid,Reykjavic ,2003,"Johannsson,Hjortur","Bergsson,S",0-1,2021,C89,,1,0,1,0,0,0,1,23,9,9,18,0
968972,ch-Serbia,Dimitrovgrad ,2003,"Djokic,Neb","Brenjo,S",1/2-1/2,2427,C89,2266,1,0,1,0,0,0,0,52,6,6,12,1
969756,2nd March Masters,San Francisco ,2003,"Thiel,P","Thornally,F",0-1,2280,C89,,1,0,1,0,0,0,1,34,8,6,14,0
970326,4th Karpov It,Poikovsky ,2003,"Bologan,V","Onischuk,Al",1/2-1/2,2647,C89,2663,1,0,1,0,0,0,0,30,7,6,13,0
970862,Commonwealth Ch,Mumbai ,2003,"Deshmukh,A","Vijayalakshmi,S",0-1,2414,C89,2302,1,0,1,0,0,0,1,65,3,2,5,0
971789,National I,Clermont-Ferrand ,2003,"Dorfman,J","Tkachiev,V",1/2-1/2,2643,C89,2610,1,0,1,0,0,0,0,39,8,8,16,0
972436,67th ch-BUL,Sofia ,2003,"Georgiev,Kr","Karakehajov,K",1/2-1/2,2273,C89,2516,1,0,1,0,0,0,0,19,9,9,18,0
972841,TCh-Serbia & Montenegro,Budva ,2003,"Andrijevic,M","Brenjo,S",0-1,2427,C89,2383,1,0,1,0,0,0,1,35,6,8,14,0
973424,4th IECC,Istanbul ,2003,"Kotronias,V","Beliavsky,A",1-0,2649,C89,2597,1,0,1,0,0,1,0,31,8,8,16,0
973959,Final Coupe de France,Senat ,2003,"Bauer,Ch","Adams,Mi",1/2-1/2,2723,C89,2582,1,0,1,0,0,0,0,33,7,5,12,1
974530,4th IECC,Istanbul ,2003,"Georgiev,Ki","Aronian,L",1/2-1/2,2606,C89,2647,1,0,1,0,0,0,0,63,8,8,16,1
975428,It,Enghien les Bains ,2003,"Polgar,Ju","Adams,Mi",1/2-1/2,2723,C89,2715,1,0,1,0,0,0,0,27,8,9,17,0
975917,WJun,Nakhchivan ,2003,"Werle,J","Azarov,S",1/2-1/2,2530,C89,2404,1,0,1,0,0,0,0,74,3,5,8,0
976941,2nd Open,Condom ,2003,"Moreau,Philippe","Benmesbah,Natacha",0-1,,C89,,1,0,1,0,0,0,1,23,8,8,16,0
977386,13th S&WYM,Millfield School ,2003,"Mah,K","Dearing,E",1/2-1/2,2367,C89,2418,1,0,1,0,0,0,0,32,9,6,15,1
977943,ch-GBR,Edinburgh ,2003,"Gallagher,Jo","Vijayalakshmi,S",1/2-1/2,2435,C89,2520,1,0,1,0,0,0,0,52,5,4,9,1
978735,4th It,Montreal ,2003,"Bluvshtein,M","Onischuk,Al",0-1,2657,C89,2447,1,0,1,0,0,0,1,41,6,7,13,0
979377,It,Dortmund ,2003,"Bologan,V","Naiditsch,A",1-0,2574,C89,2650,1,0,1,0,0,1,0,36,8,8,16,0
979962,HZ Open,Vlissingen ,2003,"Nisipeanu,LD","Kasimdzhanov,R",1/2-1/2,2664,C89,2666,1,0,1,0,0,0,0,27,7,9,16,1
980459,Ordix Open,Mainz ,2003,"Iordachescu,V","Aronian,L",1/2-1/2,2649,C89,2606,1,0,1,0,0,0,0,57,6,5,11,0
981288,9th Open,Pilsen-Lobzy ,2003,"Kovarik,J","Szarowski,Daniel",1-0,,C89,2007,1,0,1,0,0,1,0,58,7,6,13,1
982125,14th Sommerpokal,Recklinghausen ,2003,"Terwey,M","Michalczak,T",0-1,2333,C89,2101,1,0,1,0,0,0,1,42,7,8,15,1
982785,Open,Porto San Giorgo ,2003,"Delizia,C","Casella,Fulvio",1-0,,C89,2219,1,0,1,0,0,1,0,46,5,3,8,1
983497,14th Sommerpokal,Recklinghausen ,2003,"Weisskopf,L","Lang,Daniel",1-0,,C89,2132,1,0,1,0,0,1,0,40,8,5,13,1
984131,European GP,Izmir ,2003,"Ogsuz,Mustafa","Demir,Hilmi Mustafa",0-1,,C89,,1,0,1,0,0,0,1,50,3,3,6,0
984892,ch-LIB,Beruit ,2003,"El Ouzeir,Nabil","Ghossen,Mohamad",1/2-1/2,,C89,,1,0,1,0,0,0,0,19,11,9,20,0
985297,European GP,Izmir ,2003,"Chkhaidze,Ni","De Vreugt,D",0-1,2459,C89,2155,1,0,1,0,0,0,1,38,6,4,10,0
985914,1st League TCh-SCG,Budva ,2003,"Velimirovic,D","Brenjo,S",1/2-1/2,2424,C89,2471,1,0,1,0,0,0,0,26,11,10,21,0
986395,14th ch-NATO,Hoevelte ,2003,"Baris,Erkan","Parker,Glen",1-0,,C89,,1,0,1,0,0,1,0,42,6,5,11,1
987053,Tatry Open,Tatranske Zruby ,2003,"Meszaros,Mi","Soldan,J",1-0,2018,C89,2292,1,0,1,0,0,1,0,57,4,4,8,1
987885,ch-IRI,Mashad ,2003,"Maroofkhani,Kian","Lamaie,Hossein",0-1,,C89,,1,0,1,0,0,0,1,64,5,5,10,1
988775,12th Monarch Assurance,Port Erin ,2003,"Del Rio Angelis,S","Hebden,M",1-0,2544,C89,2479,1,0,1,0,0,1,0,61,4,4,8,1
989674,ch-IRI,Mashad ,2003,"Abedi,Ali","Lamaie,Hossein",1/2-1/2,,C89,,1,0,1,0,0,0,0,62,1,1,2,1
990558,ECC,Rethymnon ,2003,"Grischuk,A","Khalifman,A",1/2-1/2,2678,C89,2732,1,0,1,0,0,0,0,24,10,9,19,0
991016,ECC,Rethymnon ,2003,"Schlosser,M","Bitansky,I",1/2-1/2,2378,C89,2367,1,0,1,0,0,0,0,45,4,3,7,0
991721,2nd League TCh-SCG,Belgrade ,2003,"Nikolic,Sa1","Pjevovic,B",0-1,2232,C89,2284,1,0,1,0,0,0,1,68,2,4,6,1
992669,EuTCh,Plovdiv ,2003,"Kveinys,A","Beliavsky,A",1/2-1/2,2667,C89,2495,1,0,1,0,0,0,0,23,10,10,20,0
993107,ch-Africa,Abuja ,2003,"Olape,B","Bhawoodien,Shabier",1/2-1/2,,C89,2273,1,0,1,0,0,0,0,30,8,9,17,0
993631,GpB,Cap D'Agde ,2003,"Leko,P","Anand,V",0-1,2766,C89,2722,1,0,1,0,0,0,1,46,4,4,8,0
994325,GpB,Cap D'Agde ,2003,"Polgar,Ju","Shirov,A",1/2-1/2,2737,C89,2722,1,0,1,0,0,0,0,23,12,11,23,0
994766,GpB,Cap D'Agde ,2003,"Polgar,Ju","Grischuk,A",1/2-1/2,2732,C89,2722,1,0,1,0,0,0,0,17,13,12,25,0
995133,TCh-SLO,Celje ,2003,"Kovac,B","Pinter,A",1-0,2079,C89,2294,1,0,1,0,0,1,0,21,11,10,21,0
995544,TCh-SLO,Celje ,2003,"Palac,M","Beliavsky,A",1-0,2667,C89,2534,1,0,1,0,0,1,0,32,9,8,17,0
996086,NAO Consultation Match,Paris ,2003,TEAM N OJJEH,TEAM I NATAF,1/2-1/2,,C89,,1,0,1,0,0,0,0,35,8,5,13,0
996682,Open,Santo Domingo ,2003,"Luther,T","De Vreugt,D",1/2-1/2,2451,C89,2580,1,0,1,0,0,0,0,62,1,1,2,1
997571,22nd SEA Games Standard w,Ho Chi Minh City ,2003,Lim Jean Nie,Dk. Khalilah Khashiem,1-0,,C89,2138,1,0,1,0,0,1,0,18,12,9,21,0
997995,87th Marshall CCC,New York ,2003,"West,J","Kopiecki,Edward",0-1,,C89,2230,1,0,1,0,0,0,1,79,2,2,4,0
999085,II Open,San Salvador ,2003,"Martinez,Ne","Rios,C",1-0,2100,C89,2076,1,0,1,0,0,1,0,39,6,5,11,1
999715,Bundesliga 2003-4,Bremen ,2003,"Shirov,A","Bacrot,E",1-0,2664,C89,2737,1,0,1,0,0,1,0,31,11,11,22,0
1000245,6th Masters,Belfort ,2003,"Fressinet,L","Hamdouchi,H",1/2-1/2,2588,C89,2654,1,0,1,0,0,0,0,45,7,5,12,0
1000954,7th White Tower Open,Thessaloniki ,2003,"Baltzopoulos,Georgios","Hondrogiannis,S",1/2-1/2,2236,C89,,1,0,1,0,0,0,0,34,8,5,13,0
1001558,Lindsborg Open,Kansas ,2003,"Nedev,T","Mitkov,N",1/2-1/2,2530,C89,2480,1,0,1,0,0,0,0,19,12,11,23,0
1001952,ITAG,Basel ,2004,"Sokolov,And1","Jenni,F",1-0,2518,C89,2585,1,0,1,0,0,1,0,60,4,2,6,0
1002824,Open,Praha ,2004,"Soutner,Jaroslav","Nemcova,Kristyna",0-1,,C89,,1,0,1,0,0,0,1,39,11,10,21,0
1003437,Gibraltar Masters,Catalan Bay ,2004,"Williams,P","O'Toole,George",0-1,,C89,2279,1,0,1,0,0,0,1,26,10,9,19,0
1003920,Gibraltar Masters,Catalan Bay ,2004,"Chandler,M","Hebden,M",1-0,2549,C89,2508,1,0,1,0,0,1,0,37,5,7,12,0
1004534,5th Montenegro Open,Sozina ,2004,"Guid,M","Vajda,S",1/2-1/2,2382,C89,2239,1,0,1,0,0,0,0,34,5,6,11,1
1005110,ch-TUR,Kusadasi ,2004,"Keler,F","Citak,S",0-1,2136,C89,2176,1,0,1,0,0,0,1,54,4,4,8,1
1005884,ch-TUR,Kusadasi ,2004,"Gumustas,Ilgaz","Karamahmutoglu,E",0-1,2045,C89,,1,0,1,0,0,0,1,23,11,9,20,0
1006321,21st Open,Reykjavik ,2004,"Korneev,O","Pokorna,Reg",1-0,2390,C89,2566,1,0,1,0,0,1,0,33,7,5,12,1
1006886,70th ch-BLR,Minsk ,2004,"Novitzkij,D","Azarov,S",0-1,2551,C89,2408,1,0,1,0,0,0,1,31,9,7,16,0
1007410,TCh-SWE 2003-4,Goteborg ,2004,"Andersson,G1","Lindeman,Sv",0-1,2230,C89,2194,1,0,1,0,0,0,1,41,6,7,13,1
1008053,14th Asian Cities,Tagaytay City ,2004,Huynh Lam Minh Nguyen,Soon Wei Yee,1/2-1/2,,C89,,1,0,1,0,0,0,0,23,10,9,19,0
1008516,Bundesliga 2003-4,Bremer ,2004,"McShane,L","Almasi,Z",1/2-1/2,2633,C89,2651,1,0,1,0,0,0,0,22,11,11,22,0
1008955,2nd Western Pacific Open,Burbank ,2004,"Rope,Adam","Yamada,Brent",1-0,,C89,,1,0,1,0,0,1,0,24,9,8,17,0
1009421,Asian U16g,Tehran ,2004,"Rahimi,Tara","Arnavaei,M",0-1,,C89,,1,0,1,0,0,0,1,25,13,10,23,0
1011458,7th St Quentin Open,Elancourt ,2004,"Fayolle,G","Plantet,M",0-1,2077,C89,2047,1,0,1,0,0,0,1,36,6,7,13,0
1012053,Mitropa Cup,Zemplinska Sirava ,2004,"Libiszewski,F","Plachetka,J",1/2-1/2,2448,C89,2441,1,0,1,0,0,0,0,49,4,5,9,0
1012820,Karadjordje-Serbia,Topola ,2004,"Goloshchapov,A","Ivanisevic,I",1/2-1/2,2550,C89,2569,1,0,1,0,0,0,0,12,14,14,28,0
1013147,ch-URU,Montevideo ,2004,"Magaldi,N","De los Reyes,Mauro",1-0,,C89,2185,1,0,1,0,0,1,0,28,10,9,19,0
1013647,5th IECC,Antalya ,2004,"Naiditsch,A","Erturan,Y",1-0,2273,C89,2571,1,0,1,0,0,1,0,36,8,8,16,1
1014236,TCh-SCG,Petrovac ,2004,"Todorovic,GM","Brenjo,S",1/2-1/2,2464,C89,2548,1,0,1,0,0,0,0,14,13,14,27,0
1014569,TCh-NOR Final,Trondheim ,2004,"Mihajlov,Svetoslav","Moen,OC",0-1,2273,C89,,1,0,1,0,0,0,1,62,3,3,6,1
1016537,FIDE WCh KO,Tripoli ,2004,"Kotronias,V","Grischuk,A",0-1,2719,C89,2607,1,0,1,0,0,0,1,38,8,7,15,0
1017148,5th Kurass Mem,Kyiv ,2004,"Moliboga,V","Padalkin,Ilja",1-0,,C89,2329,1,0,1,0,0,1,0,26,9,8,17,0
1017625,19th North Sea Cup,Esbjerg ,2004,"Kristensen,Jor","Henriksen,Rene",1-0,,C89,2264,1,0,1,0,0,1,0,38,8,6,14,1
1018246,Open A,Klatovy ,2004,"Sott,P","Paldus,Petr",1/2-1/2,,C89,2116,1,0,1,0,0,0,0,51,2,2,4,1
1018998,ch-NED,Leeuwarden ,2004,"Stellwagen,D","Van den Doel,E",1/2-1/2,2599,C89,2503,1,0,1,0,0,0,0,40,3,2,5,1
1019660,ch-CRC,San Jose ,2004,"Carvajal,J","Jimenez,Ju",1/2-1/2,2176,C89,2087,1,0,1,0,0,0,0,30,6,4,10,1
1020196,Open,Balatonlelle ,2004,"Remete,Z","Neubauer,H",0-1,2083,C89,2086,1,0,1,0,0,0,1,69,2,4,6,1
1021151,It B,Montreal ,2004,"Krnan,T","Tseitlin,Ma",1/2-1/2,2484,C89,2331,1,0,1,0,0,0,0,51,5,4,9,1
1021911,CCM4 Rapid Match,Mainz ,2004,"Anand,V","Shirov,A",1-0,2725,C89,2782,1,0,1,0,0,1,0,59,6,4,10,1
1022761,I Fincas Mediterranea,Castelldefels ,2004,"Navarro Perez,M","Loehr Dols,Lluis",1/2-1/2,,C89,2075,1,0,1,0,0,0,0,29,9,9,18,1
1023303,It,Pune ,2004,"Nisipeanu,LD","Beliavsky,A",1/2-1/2,2679,C89,2686,1,0,1,0,0,0,0,28,10,10,20,0
1023800,It,Pune ,2004,"Nisipeanu,LD","Beliavsky,A",1/2-1/2,2679,C89,2686,1,0,1,0,0,0,0,32,10,10,20,0
1024350,Yanofsky Mem,Winnipeg ,2004,"Pierre,Rolland","Prince,Colin",1-0,,C89,,1,0,1,0,0,1,0,39,9,6,15,0
1024971,Yanofsky Mem,Winnipeg ,2004,"Milord,Frank","Geley,Shawn",0-1,,C89,,1,0,1,0,0,0,1,21,11,10,21,0
