id,MaxEval,MinEval,FinalEval,W<=10,W<=25,W<=50,W<=100,W<=200,W<=500,W>500,B<=10,B<=25,B<=50,B<=100,B<=200,B<=500,B>500,Wprojection,Bprojection,DifProjection
964239,882,-14,882,10,9,5,2,0,1,0,17,9,9,3,2,1,0,20904,-19,20885
964909,725,-574,623,23,6,15,6,3,4,0,27,17,10,8,4,6,0,20007,-10255,9752
965916,99998,-46,99998,17,3,6,3,4,1,0,15,7,3,4,4,2,1,11269,-127,11142
966518,136,-1355,-1355,14,7,4,5,5,1,0,32,5,1,4,2,0,0,2045,-27053,-25008
967213,736,30,736,9,5,0,0,0,0,0,10,4,0,1,1,1,0,6162,0,6162
967607,99975,-34,99975,18,16,7,5,4,3,0,18,12,10,10,8,3,1,39621,-69,39552
968523,80,-99997,-99997,8,6,1,2,0,3,1,14,7,1,0,0,0,0,1554,-12533,-10979
968972,303,-346,189,25,6,11,3,1,2,0,26,6,10,5,1,3,0,8172,-865,7307
969756,103,-1041,-1041,12,5,4,1,1,4,0,20,9,3,0,0,1,0,1560,-11865,-10305
970326,69,-87,0,17,3,3,2,1,0,0,17,9,0,3,0,0,0,1487,-408,1079
970862,125,-1266,-1207,17,11,9,11,4,5,0,35,8,8,5,6,1,1,2846,-38122,-35276
971789,99998,-1243,1079,8,4,7,6,1,4,4,16,4,2,4,6,1,5,20325,-1388,18937
972436,81,-23,34,10,2,3,0,0,0,0,9,5,4,0,0,0,0,1231,-85,1146
972841,89,-814,-752,7,6,5,5,3,0,0,19,6,7,2,0,0,0,1664,-11697,-10033
973424,419,18,397,13,8,3,3,0,0,0,15,9,2,3,0,1,0,5122,0,5122
973959,111,-20,60,13,7,4,3,0,0,0,20,7,3,2,0,0,0,2149,-56,2093
974530,53,-162,-57,31,9,9,3,1,0,0,35,19,6,2,0,0,0,675,-9526,-8851
975428,87,-37,0,10,9,4,0,0,0,0,16,5,4,1,0,0,0,1691,-90,1601
975917,591,-17,0,28,11,7,7,5,0,1,33,16,13,7,2,2,0,29589,-37,29552
976941,81,-99998,-99998,6,3,3,0,3,2,2,11,6,3,0,2,0,0,1301,-13424,-12123
977386,128,0,0,20,5,2,1,0,0,0,23,5,2,1,0,0,0,1514,0,1514
977943,73,-12,0,31,11,4,1,0,0,0,41,7,3,0,0,0,0,2421,-12,2409
978735,82,-933,-848,8,8,7,4,6,0,0,22,8,5,3,2,0,0,1386,-23088,-21702
979377,1322,-42,1322,12,6,5,3,2,0,0,18,7,4,1,3,1,1,9343,-71,9272
979962,64,-50,6,8,9,3,1,0,0,0,14,8,3,1,0,0,0,949,-407,542
980459,743,-925,743,20,6,4,11,3,2,1,26,6,6,10,7,0,1,8577,-4641,3936
981288,99998,-113,1862,17,7,2,7,4,3,2,19,7,7,9,6,7,2,33881,-526,33355
982125,84,-601,-308,11,8,6,5,5,0,1,22,4,9,2,1,2,1,1515,-16248,-14733
982785,911,-57,889,15,7,7,4,2,0,1,20,8,7,3,3,4,0,30985,-57,30928
983497,1060,-5,1060,4,11,4,4,3,3,0,13,3,6,7,6,4,0,27907,-5,27902
984131,256,-1131,-1061,12,8,8,2,6,1,2,30,3,5,6,3,1,1,3051,-23637,-20586
984892,1115,29,829,6,4,2,1,0,1,0,4,4,6,1,2,0,1,8564,0,8564
985297,390,-99994,-970,14,2,4,5,1,3,1,21,7,2,3,1,2,1,3201,-14684,-11483
985914,68,0,0,9,6,5,1,0,0,0,14,7,2,2,0,0,0,1680,0,1680
986395,494,32,494,11,11,3,5,3,2,0,12,7,8,8,5,1,0,17327,0,17327
987053,99999,21,99999,14,8,5,9,3,1,0,27,7,4,10,4,3,1,53466,0,53466
987885,556,-1044,-1042,22,9,7,11,4,1,1,33,8,6,7,7,2,0,15999,-5505,10494
988775,762,-9,708,19,13,8,5,5,0,0,26,9,13,8,4,0,0,21926,-12,21914
989674,796,-9,0,41,9,3,3,0,0,1,43,9,3,3,1,2,0,5177,-9,5168
990558,67,-20,14,14,4,4,0,0,0,0,14,7,2,0,0,0,0,1762,-27,1735
991016,150,-545,-37,20,11,4,3,3,0,1,23,11,5,2,1,1,1,1717,-3794,-2077
991721,69,-99996,-99996,27,10,7,5,7,2,2,43,9,7,6,2,0,0,1119,-61292,-60173
992669,72,-20,-15,9,5,2,2,0,0,0,16,2,4,0,0,0,0,1231,-64,1167
993107,107,-213,-147,11,2,4,1,6,0,0,12,7,5,3,2,0,0,1217,-3203,-1986
993631,98,-725,-725,15,13,6,2,0,0,1,23,13,8,1,0,0,0,2090,-12348,-10258
994325,84,0,0,11,7,0,2,0,0,0,14,5,3,0,0,0,0,1899,0,1899
994766,86,33,83,8,5,1,0,0,0,0,8,5,2,1,0,0,0,1674,0,1674
995133,741,-16,651,8,0,5,2,0,0,0,9,4,2,1,3,1,0,6753,-20,6733
995544,642,0,585,12,9,5,2,2,0,0,14,4,4,4,4,1,0,10195,0,10195
996086,66,-109,0,22,3,1,1,1,0,0,27,5,1,1,0,0,0,1354,-259,1095
996682,606,-56,-53,22,7,7,5,2,1,1,37,7,5,7,4,1,0,25842,-148,25694
997571,99998,-14,99998,8,3,2,1,1,1,0,8,2,0,1,2,1,3,14403,-14,14389
997995,83,-1283,-1268,23,9,14,11,8,4,2,32,17,11,9,4,3,2,1524,-69073,-67549
999085,429,-68,429,18,5,4,5,2,0,0,20,5,5,5,1,2,0,9549,-103,9446
999715,670,-2,664,10,4,5,1,2,0,0,14,4,4,4,4,0,0,11718,-2,11716
1000245,141,0,0,25,8,5,2,0,0,0,28,13,1,2,0,0,0,5797,0,5797
1000954,416,-81,0,10,9,7,2,2,1,0,13,8,5,3,3,1,0,6036,-94,5942
1001558,66,-85,12,10,4,1,0,1,0,0,13,3,1,0,1,0,0,1361,-85,1276
1001952,99996,0,99996,16,11,8,2,3,3,0,23,11,7,6,7,3,2,36669,0,36669
1002824,177,-99999,-99999,15,5,7,4,2,2,1,20,4,5,5,4,0,0,3740,-3176,564
1003437,75,-99996,-99995,6,4,2,3,2,2,1,15,6,3,1,0,0,0,1240,-11678,-10438
1003920,99994,-160,99994,16,8,3,2,1,0,0,24,8,2,0,0,1,1,3782,-580,3202
1004534,88,-351,0,15,3,3,5,0,1,0,21,2,3,6,1,0,0,941,-3491,-2550
1005110,89,-756,-642,18,6,8,10,3,2,0,26,7,9,5,5,1,0,999,-27832,-26833
1005884,106,-99999,-99999,7,7,0,2,2,1,1,7,9,3,1,1,1,0,1350,-4361,-3011
1006321,645,-12,645,12,6,5,1,0,0,0,15,9,3,3,1,1,0,15423,-12,15411
1006886,75,-810,-760,7,8,3,2,4,1,0,15,6,6,2,1,0,0,1451,-16819,-15368
1007410,131,-912,-912,10,4,9,6,5,1,0,22,5,4,6,2,1,0,935,-25175,-24240
1008053,68,-585,-585,14,2,0,1,1,1,1,14,3,2,0,2,1,0,1249,-2247,-998
1008516,117,-88,30,8,6,1,6,0,0,0,8,7,2,3,1,0,0,2278,-139,2139
1008955,880,-259,817,9,3,3,3,0,2,0,9,5,3,0,4,1,1,6037,-2016,4021
1009421,149,-1525,-862,8,3,1,4,0,3,2,14,1,4,1,2,0,2,1730,-14656,-12926
1011458,80,-988,-949,8,7,5,3,2,7,0,12,11,5,1,2,4,0,1462,-13731,-12269
1012053,133,-482,0,21,6,6,7,1,2,0,22,8,10,6,0,2,0,2228,-7388,-5160
1012820,78,0,59,4,4,0,1,0,0,0,6,4,0,1,0,0,0,961,0,961
1013147,1139,0,1139,6,7,3,3,2,1,0,9,5,5,6,0,1,1,21774,0,21774
1013647,146,-227,12,12,7,2,5,1,1,0,19,7,6,2,0,1,0,3640,-969,2671
1014236,93,-107,-107,4,5,1,2,0,0,0,5,5,3,0,0,0,0,939,-365,574
1014569,475,-1239,-1206,22,10,8,5,1,4,1,37,6,8,5,1,4,0,5848,-14026,-8178
1016537,95,-936,-915,11,6,5,5,2,1,0,24,6,5,1,1,0,0,1705,-18125,-16420
1017148,824,0,824,13,2,3,2,0,0,0,12,5,3,3,1,0,1,9921,0,9921
1017625,996,-526,996,14,5,2,3,4,1,1,18,7,2,4,3,2,1,29664,-2158,27506
1018246,544,-47,0,32,6,2,3,1,1,0,31,10,5,3,1,0,0,3990,-416,3574
1018998,227,-29,0,22,7,5,2,0,0,0,28,6,2,2,1,0,0,3374,-29,3345
1019660,168,-11,26,9,7,3,2,1,0,0,15,6,6,2,0,0,0,3364,-11,3353
1020196,310,-1320,-1320,18,12,14,10,8,2,0,34,9,11,6,6,2,0,5834,-36372,-30538
1021151,149,-161,0,27,13,7,2,1,0,0,28,11,7,3,1,0,0,1949,-967,982
1021911,624,6,426,19,14,8,2,2,1,0,28,12,9,6,2,1,0,27744,0,27744
1022761,161,-966,-250,7,6,4,3,2,5,0,11,3,4,3,5,2,0,1463,-13186,-11723
1023303,128,-40,0,13,5,1,3,0,0,0,20,2,5,0,0,0,0,2526,-56,2470
1023800,213,-538,-329,11,6,4,3,2,1,2,14,7,4,2,0,2,2,3065,-1404,1661
1024350,2651,-230,2075,10,2,5,5,3,2,1,15,1,4,6,5,4,3,25026,-293,24733
1024971,87,-809,-712,7,5,4,1,0,0,1,9,3,7,1,0,0,0,1275,-2229,-954
1025380,140,-816,-816,12,5,5,7,2,2,0,26,4,4,2,1,2,0,1256,-22334,-21078
1026010,79,-265,0,21,7,5,3,0,1,0,31,6,1,1,1,2,0,1351,-2244,-893
1026686,65,-285,-67,11,10,6,4,1,0,0,14,9,7,2,0,1,0,1687,-2494,-807
1027261,67,-5,19,12,8,4,0,0,0,0,12,9,5,0,0,0,0,1751,-5,1746
1027762,673,5,673,17,9,5,3,1,0,0,26,3,8,7,1,1,0,17561,0,17561
1028486,874,-56,874,17,8,4,6,1,3,0,23,8,4,6,2,3,1,21357,-124,21233
1029220,79,-718,-718,11,9,2,2,1,0,1,20,4,5,2,1,0,0,1567,-9404,-7837
1029759,78,-157,0,24,10,4,0,1,0,0,27,8,3,0,1,0,0,1828,-190,1638
1030410,131,-99993,-99993,10,8,0,4,0,2,1,20,5,0,4,1,0,0,1399,-7969,-6570
1030941,226,-681,-665,12,4,4,2,1,4,0,16,8,2,1,2,2,0,1733,-5649,-3916
1031481,82,0,0,27,9,3,0,0,0,0,34,5,3,1,0,0,0,2534,0,2534
1032167,67,-983,-674,16,8,6,6,1,3,0,30,8,2,3,2,2,0,1218,-21147,-19929
1032894,117,-99994,-99994,16,8,7,1,4,4,1,27,8,2,3,3,0,0,1102,-24036,-22934
1033568,148,-849,-808,12,8,5,5,4,4,1,16,6,8,4,4,4,0,998,-27672,-26674
1034231,907,-90,895,12,6,4,3,1,0,0,20,8,3,5,3,1,0,13113,-90,13023
1034872,83,-99997,-99997,10,1,3,3,2,3,1,12,6,4,2,0,0,0,1177,-14232,-13055
1035324,212,-862,-785,7,5,7,6,4,2,0,18,5,1,7,4,0,0,2400,-11253,-8853
1035912,85,-8,7,8,4,1,2,0,0,0,12,4,2,0,0,0,0,1228,-14,1214
1036322,87,0,0,3,6,2,0,0,0,0,11,3,1,0,0,0,0,1200,0,1200
1036672,302,-99999,-99999,7,5,3,3,3,2,4,13,3,3,2,0,6,2,2027,-7837,-5810
1037202,105,0,28,9,7,1,2,0,0,0,11,7,1,2,0,0,0,1514,0,1514
1037634,625,0,573,13,5,4,3,2,0,0,12,8,2,2,3,2,0,7411,0,7411
1038154,75,-623,-623,14,5,8,5,3,1,0,21,11,4,3,2,0,0,1358,-8722,-7364
1038808,78,-100000,-100000,10,2,10,8,6,2,1,26,6,4,7,3,0,0,1477,-27381,-25904
1039511,1025,-7,1025,19,8,2,2,0,0,0,24,6,1,3,0,0,1,3356,-7,3349
1040110,74,33,50,9,2,0,0,0,0,0,13,3,1,0,0,0,0,1700,0,1700
1040496,69,-1014,-1014,15,3,3,0,2,1,0,21,3,3,0,1,0,0,1480,-10231,-8751
1041006,79,-49,-49,8,6,4,2,0,0,0,19,4,2,1,0,0,0,1950,-66,1884
1041504,105,-4,0,56,5,5,2,0,0,0,63,6,4,2,0,0,0,3052,-22,3030
1042580,83,-831,-778,17,6,3,8,2,4,0,28,7,5,3,2,1,1,1315,-21273,-19958
1043311,122,-882,-882,16,10,8,11,5,3,0,29,10,12,4,3,1,1,1681,-24454,-22773
1044198,987,19,948,6,5,3,4,0,0,0,7,3,3,4,5,0,0,13071,0,13071
1044636,99999,-59,753,16,12,3,9,5,3,3,17,11,6,7,5,6,4,28512,-120,28392
1045472,113,-1521,-1521,11,7,4,9,5,3,0,23,4,5,3,6,2,0,954,-20181,-19227
1046139,99,-761,-759,13,6,4,2,2,1,0,19,11,2,0,0,0,0,1617,-4386,-2769
1046688,60,-30,0,15,6,2,1,0,0,0,19,6,2,1,0,0,0,1591,-53,1538
1047217,106,-52,0,33,8,3,5,0,0,0,33,9,4,5,0,0,0,3078,-93,2985
1047984,238,0,15,17,7,6,1,1,0,0,22,5,5,2,1,0,0,4461,0,4461
1048595,415,-779,-774,14,4,8,5,0,4,0,23,2,9,4,3,0,0,9053,-7039,2014
1049236,71,-9,0,37,13,2,1,0,0,0,47,8,3,1,0,0,0,2370,-14,2356
1050102,75,-43,-25,14,5,3,2,0,0,0,14,6,3,1,0,0,0,1036,-165,871
1050583,249,-787,-787,13,6,4,2,1,2,0,21,6,4,1,2,0,0,2288,-13642,-11354
1051155,583,-3,582,9,3,6,2,0,0,0,13,2,3,3,2,1,0,7269,-3,7266
1051614,180,-16,33,8,6,5,0,1,0,0,9,9,2,1,1,0,0,1547,-28,1519
1052071,143,-721,0,17,6,6,4,2,6,1,22,6,2,9,1,4,2,1280,-12697,-11417
1052782,75,0,0,18,8,2,0,0,0,0,20,7,1,1,0,0,0,2045,0,2045
1053310,97,-787,-787,11,7,4,5,3,1,0,19,7,4,5,0,1,0,888,-23694,-22806
1053916,81,-2171,-2171,15,6,10,0,3,3,1,20,14,7,1,0,1,0,1987,-16032,-14045
1054594,63,-99,0,15,11,2,0,1,0,0,28,6,1,2,0,0,0,999,-1786,-787
1055228,1045,4,894,11,8,5,5,4,0,0,17,5,6,3,8,1,0,21341,0,21341
1055880,72,28,47,7,4,1,0,0,0,0,7,4,1,0,0,0,0,1102,0,1102
1056216,164,-742,-468,7,4,6,3,5,3,0,17,3,3,5,4,2,0,1417,-16815,-15398
1056805,103,-2266,-2266,28,11,6,10,5,4,2,37,16,11,3,7,1,1,1491,-23097,-21606
1057880,105,-58,0,26,15,5,2,0,0,0,27,13,6,2,0,0,0,3391,-89,3302
1058629,567,-459,476,24,4,6,2,6,2,0,29,21,5,6,0,1,1,28490,-9290,19200
1059547,435,-1017,-1017,14,11,9,4,8,5,1,27,10,10,1,5,5,1,2442,-35177,-32735
1060408,1310,-105,1223,10,5,3,7,2,0,0,14,6,4,4,4,3,0,18148,-341,17807
1060995,72,-99999,-99999,9,3,1,2,0,1,1,10,5,3,0,0,0,0,1196,-7055,-5859
1061388,62,-26,-7,13,4,1,0,0,0,0,16,2,1,0,0,0,0,1188,-132,1056
1061801,54,-931,-835,8,4,6,3,2,1,0,16,7,3,2,1,0,0,702,-25998,-25296
1062360,215,-82,48,9,6,3,3,2,0,0,12,4,8,2,1,0,0,4006,-185,3821
1062867,57,-99997,-99997,13,4,3,3,2,2,1,20,6,3,1,0,1,0,912,-18654,-17742
1063403,596,-345,-345,20,5,9,4,3,0,1,21,12,8,4,0,0,1,4231,-2107,2124
1064115,858,-1,771,13,6,5,2,4,3,0,23,6,5,5,6,2,0,32579,-1,32578
1064844,93,-1001,-989,11,9,3,2,2,1,1,15,9,2,1,3,0,0,1180,-22681,-21501
1065377,99994,-172,99994,8,1,4,4,4,0,2,11,5,3,0,7,2,3,20564,-805,19759
1065924,1290,-19,1200,11,4,1,6,0,1,0,6,10,1,4,2,3,0,16679,-33,16646
1066420,131,-1066,-841,35,11,10,7,10,6,2,51,14,6,8,7,5,2,1896,-56201,-54305
1067662,1025,-26,1025,17,12,9,9,2,0,0,21,12,10,12,6,0,0,38679,-35,38644
1068556,89,-12,0,27,8,3,3,0,0,0,30,11,0,4,0,0,0,2210,-48,2162
1069270,70,-123,0,20,8,3,1,1,0,0,22,12,3,1,0,0,0,1729,-989,740
1069905,75,19,19,3,9,0,0,0,0,0,5,6,1,0,0,0,0,1123,0,1123
1070234,103,-8,0,24,6,3,1,0,0,0,26,7,2,1,0,0,0,1529,-11,1518
1070849,58,0,0,12,4,2,0,0,0,0,15,3,2,0,0,0,0,1094,0,1094
1071270,1172,-20,1172,12,6,4,5,5,0,0,16,8,7,8,4,2,0,29378,-20,29358
1071977,90,-14,-5,28,8,1,0,0,0,0,31,3,3,1,0,0,0,2038,-51,1987
1072620,119,-797,-797,13,7,1,1,4,1,0,19,4,1,6,0,0,0,1879,-9480,-7601
1073154,1973,-281,1973,23,9,2,1,3,1,0,27,8,4,2,1,3,2,17044,-414,16630
1073906,120,-70,0,24,10,3,0,1,0,0,27,6,4,3,1,0,0,2473,-309,2164
1074574,74,-684,8,5,4,4,1,0,0,1,12,4,2,0,0,0,1,1315,-765,550
1074989,999,17,999,19,9,5,5,1,0,0,20,8,11,5,3,1,0,31621,0,31621
1075714,56,-100,0,20,7,5,2,0,0,0,23,7,5,0,1,0,0,729,-1402,-673
1076308,207,-190,0,22,9,7,3,2,0,0,34,8,5,7,0,0,0,3566,-749,2817
1077116,133,-753,-712,10,3,4,0,1,0,1,14,4,4,2,0,0,0,2078,-1618,460
1077583,322,0,0,25,6,6,4,2,0,0,23,5,7,9,0,0,0,8777,0,8777
1078285,103,0,0,13,6,2,0,0,0,0,19,5,1,1,0,0,0,1814,0,1814
1078778,71,0,9,7,3,2,0,0,0,0,8,3,1,1,0,0,0,1171,0,1171
1079135,51,-721,-721,14,5,6,5,2,3,0,26,5,3,4,2,1,0,868,-17244,-16376
1079801,55,-1086,-1086,14,9,4,7,5,0,0,26,10,6,1,2,0,0,1362,-13935,-12573
1080507,207,-7,27,19,10,11,4,1,0,0,24,14,7,3,2,0,0,7809,-9,7800
1081280,99991,-232,99991,13,9,2,3,1,1,0,14,5,6,3,1,1,3,7720,-1774,5946
1081845,817,10,817,27,9,7,5,0,0,0,25,8,9,7,4,0,0,23786,0,23786
1082633,73,-53,0,16,4,2,2,0,0,0,17,5,2,2,0,0,0,1740,-219,1521
1083143,469,-250,430,13,5,5,4,2,0,0,15,3,7,3,1,2,0,5834,-1870,3964
1083700,248,-17,0,9,7,8,3,1,0,0,15,12,2,4,2,0,0,4136,-50,4086
1084314,838,-24,782,14,11,4,2,1,0,0,13,13,6,4,4,0,0,20566,-24,20542
1084974,84,-44,-44,23,6,2,2,0,0,0,28,5,1,1,0,0,0,1506,-61,1445
1087157,810,-88,810,14,7,5,2,0,0,0,13,8,3,2,3,1,0,10193,-115,10078
1087696,297,-6,0,18,5,4,0,0,1,0,20,6,1,1,2,0,0,2608,-6,2602
1088240,269,-150,61,19,7,15,5,3,0,0,32,13,7,7,3,0,0,9380,-295,9085
1089138,128,-1063,-896,12,7,6,2,8,6,1,20,6,2,6,8,3,1,1130,-39202,-38072
1089863,104,-818,-818,11,5,3,3,0,0,1,14,10,1,2,0,0,0,1423,-3148,-1725
1090361,75,-891,-891,9,6,3,3,1,1,0,14,8,2,2,0,0,0,1283,-6172,-4889
1090837,117,-271,0,22,8,6,4,3,0,0,25,10,10,3,1,1,0,1580,-5786,-4206
1091596,1194,-33,1194,20,14,10,5,0,0,0,26,14,8,8,3,2,0,24270,-36,24234
1092474,148,-11,0,30,11,5,2,0,0,0,40,5,6,1,1,0,0,3416,-11,3405
1093286,193,-99999,-99999,5,4,2,0,2,1,2,13,3,2,1,2,0,0,2026,-6073,-4047
1093720,93,-650,-650,12,2,7,2,4,2,0,19,5,6,4,1,1,0,1612,-5898,-4286
1094306,72,-214,-118,14,4,6,1,1,0,0,18,6,3,1,1,0,0,1357,-2559,-1202
1094845,87,-41,-5,14,5,3,2,0,0,0,23,3,3,1,0,0,0,2616,-54,2562
1095390,1317,-5,1293,28,11,5,3,1,0,1,35,10,7,6,2,1,1,31898,-17,31881
1096291,89,-99992,-99992,16,4,11,5,3,1,2,29,6,5,5,2,1,0,1335,-35798,-34463
1097015,639,-84,416,15,2,11,4,1,2,1,23,5,2,8,3,3,0,11471,-129,11342
1097718,248,-33,0,32,1,3,0,0,1,0,31,6,1,0,1,0,0,2314,-51,2263
1098390,75,-1166,-1166,11,5,2,3,2,4,0,15,4,6,0,3,0,0,1321,-12399,-11078
1098911,132,-560,-237,12,2,1,4,1,1,0,13,8,1,2,2,0,0,1834,-1659,175
1099396,137,-99999,-99999,10,3,2,3,1,5,4,11,6,3,3,3,3,0,1464,-12121,-10657
1099920,1080,-1,1080,11,3,7,3,1,3,0,9,8,3,4,4,1,2,15978,-1,15977
1100463,87,-998,-998,15,7,4,7,3,2,0,20,5,10,5,2,0,0,1651,-9007,-7356
1101133,88,-621,-614,14,3,6,5,1,1,0,22,8,5,2,0,0,0,1822,-6987,-5165
1101755,75,-99991,0,37,9,14,8,4,3,6,52,8,7,6,7,0,6,1001,-101814,-100813
1102965,88,-141,-110,9,3,3,0,1,0,0,11,4,1,2,0,0,0,1460,-596,864
1103364,75,-907,-877,9,7,11,2,1,1,1,16,9,4,2,3,0,0,907,-19257,-18350
1103960,463,-56,-14,27,14,10,4,1,2,0,40,12,10,6,2,0,0,9231,-990,8241
1104969,99994,20,99994,8,8,3,2,3,0,0,10,6,5,5,3,2,1,20934,0,20934
1105526,458,-568,-38,11,3,0,2,1,2,1,9,5,3,1,2,3,1,3313,-3503,-190
1105998,141,-882,-793,10,7,2,3,3,2,1,14,6,4,3,4,0,0,979,-20049,-19070
1106564,133,-62,-4,19,12,4,2,2,0,0,18,18,3,2,2,0,0,2346,-609,1737
1107249,992,-54,813,16,2,0,3,2,0,0,14,5,2,3,4,1,0,15174,-129,15045
1107791,100000,-243,100000,13,3,2,2,3,1,0,10,4,3,5,1,1,1,3544,-1877,1667
1108295,527,-147,0,33,7,3,1,2,0,1,31,7,7,4,0,0,1,3395,-1429,1966
1109064,341,-582,-135,9,3,3,1,3,2,0,12,1,2,3,1,1,1,1715,-4435,-2720
1109503,526,-121,9,19,8,12,7,1,1,0,36,10,5,5,5,1,0,8066,-1389,6677
1110399,732,-53,732,11,4,1,1,1,0,0,9,7,1,2,1,0,1,2615,-53,2562
1110821,381,-97,234,19,7,5,3,5,0,0,19,11,3,6,3,1,0,9009,-221,8788
1111497,100,-1101,-1101,14,7,9,9,7,1,0,30,8,7,3,4,1,0,1335,-20684,-19349
1112281,92,-727,-542,7,5,5,4,0,2,0,15,4,3,1,3,0,0,1046,-11421,-10375
1112772,983,15,968,16,8,4,6,4,1,0,16,12,8,5,5,2,0,32085,0,32085
1113503,627,-663,-663,7,7,6,2,2,3,0,12,9,2,5,2,1,0,5221,-8791,-3570
1114053,69,-47,0,32,15,5,0,0,0,0,42,13,5,1,0,0,0,2726,-137,2589
1114952,110,-400,-10,18,9,7,4,3,1,0,23,6,9,3,5,1,0,1769,-5664,-3895
1115702,77,3,75,10,2,3,0,0,0,0,10,5,1,1,0,0,0,1669,0,1669
1116097,81,-99969,-99969,27,10,13,15,12,6,0,52,11,15,10,10,4,0,1185,-79306,-78121
1117458,96,-475,0,15,5,7,1,0,3,0,19,5,3,5,1,2,0,1648,-2695,-1047
1118042,413,-156,0,19,12,5,0,3,3,0,36,7,8,0,2,3,0,14652,-352,14300
1118881,156,-338,-29,6,5,2,2,0,1,0,7,5,3,2,2,0,0,1367,-3278,-1911
1119294,693,-29,650,13,6,3,3,1,1,0,17,4,4,3,1,1,1,16098,-38,16060
1119839,253,-35,0,30,9,7,4,0,0,0,36,9,8,2,1,0,0,7354,-114,7240
1120679,99994,-84,99994,16,4,5,1,1,0,0,13,6,5,2,2,1,1,9716,-619,9097
1121220,80,-1195,-892,7,3,7,2,0,4,0,15,7,1,2,1,1,0,1294,-14107,-12813
1121727,672,-533,279,14,5,3,4,5,2,1,19,13,4,5,2,1,2,18059,-2835,15224
1122439,101,0,0,19,4,0,1,1,0,0,20,4,0,1,1,0,0,1445,0,1445
1122928,59,-99992,-99992,9,3,1,3,0,0,1,15,4,0,1,0,0,0,1036,-5043,-4007
1123342,57,-737,-737,30,6,6,5,0,1,0,48,3,2,4,1,0,0,1050,-17701,-16651
1124177,569,-29,569,18,12,4,2,1,0,0,25,8,7,3,1,2,0,8976,-47,8929
1124904,67,-50,0,15,5,4,0,0,0,0,22,2,3,0,0,0,0,1275,-60,1215
1125429,579,-33,262,7,4,2,1,1,1,0,13,2,3,0,0,2,0,4424,-46,4378
1125857,1723,16,1723,15,8,3,2,1,3,1,17,6,2,4,3,3,3,42592,0,42592
1126492,941,-149,873,14,10,8,7,1,2,0,18,11,6,9,1,3,0,21137,-347,20790
1127245,1535,-50,1535,15,5,7,5,1,2,0,16,11,7,7,4,1,1,30875,-84,30791
1127967,575,-40,501,9,12,7,6,0,1,0,17,7,9,6,2,1,0,11493,-73,11420
1128645,294,-503,287,15,6,8,3,3,0,1,17,6,7,5,2,0,1,6025,-2221,3804
1129283,549,-16,0,13,10,6,3,3,3,0,17,14,7,5,4,1,0,12754,-16,12738
1130044,721,-138,721,16,5,1,1,1,0,0,19,4,2,2,2,1,0,9376,-201,9175
1130579,106,-600,-344,9,9,11,3,7,2,1,15,7,7,7,6,2,0,1642,-10683,-9041
1131293,99999,-631,99999,15,12,2,6,8,1,0,17,12,8,4,4,3,1,2826,-11924,-9098
1132056,74,-26,0,14,8,6,0,0,0,0,19,8,3,1,0,0,0,2069,-39,2030
1132607,75,-59,0,5,7,4,2,0,0,0,7,6,5,0,1,0,0,1203,-59,1144
1133029,1158,-230,1158,14,4,1,4,0,2,1,16,1,2,5,3,2,2,27188,-230,26958
1133575,80,-99998,-99998,12,9,13,5,1,3,1,26,13,8,1,1,1,0,1218,-23824,-22606
1134334,67,-3,21,25,5,3,0,0,0,0,25,10,3,0,0,0,0,2579,-3,2576
1134971,972,-44,969,8,11,6,5,3,1,0,19,9,6,6,5,2,0,21909,-61,21848
1135703,72,-585,-585,9,5,1,0,1,1,0,16,3,0,0,0,0,0,805,-5253,-4448
1136108,119,-70,0,12,7,1,2,1,0,0,17,4,2,3,1,0,0,2020,-309,1711
1136611,96,-212,-145,9,8,5,2,1,0,0,19,6,2,4,0,0,0,2098,-726,1372
1137168,58,-99997,-99997,15,9,3,2,3,0,1,23,7,2,1,1,1,0,1091,-8928,-7837
1137766,825,-12,810,18,12,3,3,3,0,0,29,5,5,3,1,2,1,10293,-29,10264
1138483,176,-761,-751,30,13,11,4,6,0,0,50,9,8,4,2,0,0,1535,-27402,-25867
1139529,99999,0,99999,9,10,3,1,1,0,0,13,5,5,3,5,1,1,16984,0,16984
1140078,112,-680,-680,28,16,4,1,0,0,1,36,13,4,1,0,0,0,1726,-2069,-343
1140892,1271,10,1271,18,13,6,1,0,1,0,28,14,5,6,3,0,0,24118,0,24118
1141723,81,5,13,10,8,1,0,0,0,0,16,4,1,1,0,0,0,1551,0,1551
1142176,72,-4,0,20,9,5,0,0,0,0,25,7,3,1,0,0,0,1536,-9,1527
1142794,79,0,0,20,7,2,0,0,0,0,23,5,2,1,0,0,0,1625,0,1625
1143356,302,-409,0,17,6,2,5,6,1,0,20,5,4,4,5,1,0,2985,-6611,-3626
1144033,968,-16,807,18,8,6,0,1,0,0,23,9,11,1,0,2,0,15595,-67,15528
1144746,75,-877,-877,8,6,3,8,2,1,0,20,8,3,3,0,0,0,878,-17311,-16433
1145343,212,-660,-654,11,8,6,5,2,0,1,15,9,5,4,3,0,0,2734,-2289,445
1145940,71,-75,0,14,4,6,1,1,0,0,20,6,1,4,0,0,0,1240,-487,753
1146480,175,-40,175,18,3,1,2,0,0,0,17,6,0,0,2,0,0,1572,-40,1532
